,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate,MonthlyIncome,MonthlyRate
423,2.0,0,0,0,3.0,4,4,3,0,2.0,3,3,2,1,1,0,0,11,3,3,0,1.0,3,3,1.0,8,7,8,0.03938901669099652,0.02498970351162435,0.00138150432241624
424,4.0,0,2,0,3.0,3,2,1,1,2.0,2,4,1,4,0,3,0,12,3,3,1,4.0,3,2,1.0,0,0,0,0.0035808196991815016,0.04406786425705799,0.03460668327652681
425,4.0,0,2,2,3.0,4,1,2,1,3.0,2,4,3,3,1,0,0,15,3,2,1,3.0,2,3,3.0,10,15,7,0.030436967443042764,0.05387565111914712,0.01250261411786697
426,2.0,0,0,1,1.0,3,3,3,0,1.0,3,1,2,4,2,0,0,14,3,3,0,2.0,2,2,2.0,7,6,7,0.030436967443042764,0.0052397765427599444,0.008841627663463934
427,5.0,0,1,0,3.0,3,2,3,0,3.0,2,3,2,1,1,4,0,19,3,4,0,3.0,5,4,2.0,13,13,11,0.04207463146538264,0.03116995276718736,0.001312429106295428
428,3.0,0,2,2,1.0,2,3,1,0,2.0,3,2,4,4,0,5,0,13,3,3,3,2.0,2,3,1.0,0,0,4,0.026856147743861265,0.013704030957987546,0.009187003744067996
429,3.0,0,2,1,1.0,3,1,1,1,2.0,3,4,1,3,1,6,0,13,3,3,0,3.0,2,1,1.0,2,0,1,0.027751352668656637,0.05669706925755632,0.00034537608060406
430,2.0,0,2,1,3.0,3,1,4,1,1.0,1,1,2,3,2,0,0,15,3,3,0,1.0,2,3,1.0,4,4,3,0.0017904098495907508,0.010882612819578346,0.029633267715828346
431,4.0,0,2,1,1.0,4,1,3,0,1.0,3,2,2,3,2,7,0,11,3,3,0,2.0,3,3,1.0,0,0,0,0.013428073871930632,0.00940472712803067,0.0368861654085136
432,2.0,0,2,1,1.0,4,1,4,1,2.0,2,1,3,3,0,3,0,12,3,3,1,2.0,3,3,1.0,3,5,7,0.036703401916610395,0.005911542766190706,0.010982959363209107
433,2.0,0,2,1,1.0,1,1,3,1,1.0,3,3,4,2,0,1,0,25,4,4,1,2.0,6,4,2.0,8,0,8,0.03580819699181502,0.032379131969362734,0.021275166565210092
434,2.0,1,2,2,2.0,1,3,2,1,2.0,3,3,3,3,1,7,1,12,3,4,0,2.0,2,4,1.0,6,7,7,0.03580819699181502,0.04245562532082416,0.03895842189213796
435,2.0,0,2,1,1.0,1,3,1,1,1.0,1,1,2,4,0,7,0,13,3,1,3,1.0,2,3,1.0,3,1,3,0.015218483721521382,0.008061194681169144,0.00801272507001419
436,2.0,0,2,0,1.0,1,2,4,1,2.0,3,1,3,2,2,0,0,14,3,1,0,1.0,3,3,1.0,2,1,2,0.00984725417274913,0.00671766223430762,0.028182688177291294
437,2.0,0,2,1,2.0,3,1,4,1,3.0,3,3,2,3,1,4,1,12,3,3,0,1.0,2,3,1.0,7,0,0,0.03580819699181502,0.0223026386179013,0.02113701613296847
438,2.0,1,1,1,2.0,3,1,1,1,2.0,3,3,2,3,1,3,0,12,3,1,0,2.0,2,3,1.0,0,0,0,0.013428073871930632,0.029692067075639685,0.035988187598943046
439,2.0,1,1,2,3.0,3,0,2,0,1.0,3,3,3,1,0,9,1,15,3,3,3,2.0,2,3,1.0,2,0,2,0.026856147743861265,0.03009512680969814,0.01630175100451163
440,3.0,0,1,1,1.0,2,4,2,1,4.0,3,1,2,3,1,4,0,17,3,4,1,1.0,4,3,1.0,2,2,0,0.04117942654058727,0.0037618908512122677,0.01243353890174616
441,2.0,0,0,0,1.0,4,3,2,1,1.0,3,3,2,4,2,1,0,14,3,4,0,1.0,3,2,1.0,3,9,7,0.016113688646316758,0.030229480054384292,0.02286389653598877
442,1.0,0,1,1,1.0,1,5,3,1,4.0,2,1,2,3,2,5,0,16,3,3,0,1.0,3,3,1.0,2,1,2,0.03849381176620115,0.009807786862089126,0.01215723803726291
443,3.0,0,2,0,1.0,5,2,2,0,1.0,3,2,2,4,1,2,0,14,3,1,1,2.0,2,3,1.0,7,6,7,0.002685614774386126,0.010345199840833735,0.030393095093157275
444,4.0,0,2,0,2.0,5,1,1,0,3.0,3,4,1,2,2,3,0,23,4,4,0,4.0,2,3,1.0,9,7,7,0.030436967443042764,0.053203884895716355,0.013469667143558338
445,3.0,0,0,0,1.0,2,1,4,1,2.0,3,2,2,4,2,7,0,14,3,4,0,2.0,3,3,2.0,3,1,10,0.005371229548772252,0.017600275053885967,0.019617361378310605
446,2.0,0,2,0,0.0,3,2,2,1,3.0,3,2,2,3,1,9,0,11,3,3,0,2.0,2,3,2.0,9,6,9,0.016113688646316758,0.012494851755812175,0.028666214690136978
447,3.0,0,2,2,1.0,3,1,2,0,3.0,3,4,4,3,2,7,0,15,3,3,0,3.0,3,3,2.0,6,5,13,0.006266434473567628,0.04111209287396264,0.03156737376721108
448,3.0,0,1,1,1.0,1,1,3,0,1.0,3,1,2,3,1,1,0,11,3,1,1,1.0,3,3,1.0,3,0,7,0.010742459097544505,0.009270373883344516,0.027284710367720736
449,2.0,0,2,0,1.0,1,1,2,1,3.0,3,2,2,4,2,4,1,13,3,3,0,1.0,2,4,1.0,5,0,5,0.022380123119884385,0.01880945425606134,0.010844808930967483
450,3.0,0,2,1,3.0,3,3,4,1,2.0,3,3,4,1,1,1,1,21,4,4,1,1.0,5,2,1.0,9,5,8,0.007161639398363003,0.021496519149784385,0.008427176366739062
451,3.0,0,2,0,1.0,3,4,4,1,2.0,3,2,2,2,1,0,0,19,3,2,1,1.0,3,4,1.0,7,3,7,0.014323278796726006,0.01276355824518448,0.024383551290646635
452,1.0,1,1,2,2.0,4,1,2,0,2.0,3,1,3,3,0,0,1,11,3,2,1,1.0,2,2,1.0,7,1,0,0.00984725417274913,0.005911542766190706,0.035780961950580614
453,2.0,0,2,1,2.0,3,5,4,1,1.0,3,2,4,4,0,4,0,12,3,2,2,1.0,2,4,1.0,2,1,2,0.0044760246239768774,0.011016966064264498,0.035504661086097365
454,2.0,0,2,1,0.0,5,3,1,0,4.0,4,4,1,3,0,4,0,19,3,3,1,1.0,2,3,1.0,1,0,5,0.025065737894270513,0.05105423298073792,0.035435585869976555
455,2.0,0,2,0,1.0,3,1,3,1,1.0,2,3,1,4,0,9,0,21,4,3,1,1.0,3,2,1.0,4,0,1,0.01790409849590751,0.035469256597144234,0.04006362535007096
456,0.0,1,1,0,1.0,3,2,2,1,2.0,3,1,3,2,2,1,1,14,3,4,0,0.0,3,3,0.0,0,0,0,0.036703401916610395,0.002955771383095353,0.010361282418121799
457,3.0,0,0,0,3.0,3,4,3,1,2.0,1,3,2,1,0,3,0,15,3,3,1,2.0,2,3,1.0,0,0,1,0.030436967443042764,0.03345395792685195,0.01602545014002838
458,3.0,0,0,1,1.0,4,4,1,0,2.0,2,2,2,3,2,2,1,17,3,1,0,1.0,3,3,1.0,7,0,7,0.012532868947135256,0.019615573724178253,6.907521612081199e-05
459,1.0,0,2,0,3.0,2,3,1,1,1.0,3,2,2,3,0,5,0,12,3,1,2,1.0,5,3,0.0,0,0,0,0.020589713270293634,0.01115131930895065,0.0037991368866446594
460,2.0,0,2,0,0.0,3,3,1,0,3.0,3,2,2,3,2,1,0,16,3,4,0,1.0,3,3,1.0,4,0,3,0.0035808196991815016,0.013032264734556783,0.00801272507001419
461,2.0,0,2,0,2.0,4,1,4,1,3.0,4,2,2,4,2,1,0,12,3,4,0,1.0,3,3,1.0,7,5,7,0.005371229548772252,0.014644503670790614,0.03080754638988215
462,1.0,1,2,1,3.0,3,5,3,1,2.0,1,1,2,4,2,1,1,18,3,2,0,1.0,3,1,1.0,0,0,0,0.01163766402233988,0.004568010319329182,0.03647171411178873
463,2.0,0,2,2,0.0,3,5,2,0,2.0,3,3,4,4,2,4,0,17,3,4,0,2.0,3,4,1.0,5,1,2,0.02148491819508901,0.021899578883842842,0.03757691756972172
464,3.0,0,1,1,2.0,1,3,1,0,3.0,3,3,2,3,1,5,0,11,3,4,0,3.0,3,2,1.0,2,1,2,0.028646557593452013,0.03197607223530428,0.011950012388900475
465,3.0,0,2,0,1.0,5,1,2,0,4.0,3,4,1,1,1,7,0,16,3,2,1,3.0,2,3,2.0,16,11,8,0.03580819699181502,0.05239776542759944,0.0061476942347522675
466,2.0,0,0,0,1.0,4,3,1,1,2.0,3,3,2,2,0,1,0,13,3,4,1,1.0,6,3,1.0,5,7,7,0.0017904098495907508,0.026333235958485874,0.03902749710825878
467,4.0,0,2,1,1.0,2,5,4,1,3.0,3,2,3,1,0,3,1,12,3,2,2,2.0,3,3,1.0,9,6,9,0.02596094281906589,0.015450623138907528,0.034537608060406
468,2.0,0,0,0,1.0,4,4,4,1,2.0,4,2,2,3,1,8,0,12,3,4,0,1.0,2,3,1.0,2,1,2,0.04117942654058727,0.012494851755812175,0.03771506800196335
469,1.0,0,1,0,3.0,3,3,4,1,1.0,3,1,3,4,1,0,0,13,3,3,2,1.0,3,3,1.0,2,2,1,0.013428073871930632,0.004702363564015335,0.005940468586389832
470,2.0,0,2,1,1.0,3,3,3,0,3.0,3,2,2,3,1,3,0,19,3,3,1,2.0,4,3,1.0,0,0,0,0.04207463146538264,0.029692067075639685,0.03467575849264762
471,2.0,0,2,2,0.0,4,1,2,0,2.0,3,2,4,2,1,6,0,12,3,2,1,1.0,2,2,1.0,5,4,3,0.010742459097544505,0.018272041277316728,0.023554648697196888
472,4.0,0,2,1,2.0,4,1,4,1,2.0,2,5,1,3,0,1,1,17,3,3,1,4.0,5,3,4.0,9,0,9,0.034912992067019644,0.06220555228968857,6.907521612081199e-05
473,1.0,0,2,1,3.0,3,3,2,1,3.0,4,1,3,4,1,1,1,11,3,2,2,1.0,3,3,1.0,5,1,4,0.01790409849590751,0.005777189521504554,0.03377778068307707
474,1.0,0,2,0,3.0,2,2,1,1,2.0,3,2,2,2,1,1,0,20,4,4,2,1.0,5,4,1.0,3,1,4,0.018799303420702886,0.017734628298572117,0.009256078960188808
475,1.0,0,2,1,2.0,2,4,4,1,4.0,2,1,2,2,1,1,0,21,4,4,1,1.0,2,3,1.0,0,0,0,0.022380123119884385,0.0037618908512122677,0.01215723803726291
476,4.0,0,1,2,1.0,3,3,1,1,4.0,3,5,1,2,1,1,0,11,3,3,1,4.0,2,3,4.0,5,10,7,0.034912992067019644,0.05777189521504554,0.010223131985880174
477,1.0,0,2,0,2.0,1,3,2,1,1.0,3,1,3,3,1,1,0,11,3,3,0,1.0,1,3,1.0,4,0,6,0.016113688646316758,0.0037618908512122677,0.04199773140145369
478,1.0,1,1,1,1.0,3,1,1,0,2.0,3,1,2,3,1,1,1,16,3,4,1,1.0,4,3,1.0,3,1,2,0.03580819699181502,0.006314602500249163,0.020860715268485222
479,2.0,1,1,0,2.0,4,1,2,1,3.0,2,1,3,1,1,1,0,18,3,3,1,1.0,2,4,1.0,0,0,0,0.010742459097544505,0.003493184361839963,0.021413316997451717
480,2.0,0,2,1,0.0,2,1,2,1,3.0,2,1,3,4,1,1,1,13,3,4,1,1.0,3,3,1.0,5,1,3,0.005371229548772252,0.008867314149286059,0.035780961950580614
481,2.0,0,2,0,2.0,4,3,2,1,1.0,3,2,2,1,0,2,0,17,3,3,0,1.0,2,1,1.0,1,1,2,0.03849381176620115,0.010882612819578346,0.01630175100451163
482,2.0,0,2,1,3.0,2,4,1,1,2.0,2,2,2,4,2,4,0,14,3,4,0,1.0,3,3,1.0,2,0,2,0.013428073871930632,0.009001667393972212,0.020584414404001973
483,2.0,0,2,0,1.0,4,3,1,1,2.0,4,2,2,4,0,4,0,22,4,4,2,2.0,4,4,1.0,7,5,7,0.013428073871930632,0.01504756340484907,0.007183822476564447
484,1.0,0,2,1,1.0,4,3,1,0,2.0,2,1,3,3,0,0,0,12,3,3,2,1.0,5,2,1.0,3,0,3,0.02148491819508901,0.004030597340584572,0.005042490776819276
485,2.0,0,2,0,1.0,3,2,4,1,3.0,3,2,2,3,1,4,1,11,3,3,1,2.0,3,2,1.0,0,1,0,0.014323278796726006,0.02888594760752277,0.0015887299707786759
486,3.0,0,2,1,1.0,4,1,3,0,3.0,3,2,2,4,1,1,0,13,3,2,2,1.0,4,3,1.0,2,2,2,0.016113688646316758,0.010345199840833735,0.006285844666993891
487,3.0,0,2,1,1.0,4,4,2,1,1.0,2,4,1,4,0,4,1,14,3,3,1,3.0,3,2,1.0,0,0,0,0.020589713270293634,0.05253211867228559,0.00103612824181218
488,2.0,0,2,1,0.0,1,1,3,0,1.0,3,1,3,1,2,3,0,17,3,4,0,1.0,3,2,0.0,0,0,0,0.008056844323158379,0.005508483032132249,0.02155146742969334
489,3.0,0,1,1,1.0,5,3,4,1,3.0,3,2,2,3,0,3,1,13,3,2,1,1.0,3,3,1.0,7,4,7,0.026856147743861265,0.01571932962827983,0.030324019877036465
490,3.0,0,2,2,0.0,4,1,4,0,1.0,2,4,3,1,1,7,0,11,3,1,1,3.0,3,1,1.0,2,0,2,0.03401778714222427,0.04836716808701487,0.027491936016083175
491,3.0,0,2,2,0.0,4,1,1,0,1.0,2,2,3,3,2,4,0,11,3,2,0,1.0,1,4,1.0,2,0,2,0.030436967443042764,0.016794155585769053,0.04282663399490343
492,2.0,0,2,0,2.0,3,5,3,0,1.0,3,1,3,3,0,1,1,18,3,4,2,1.0,3,3,1.0,2,0,6,0.0035808196991815016,0.005374129787446096,0.0014505795385370518
493,1.0,0,2,0,1.0,1,2,3,1,3.0,3,1,3,1,0,0,0,11,3,2,1,1.0,3,3,1.0,3,0,2,0.03938901669099652,0.006852015478993773,0.02465985215512988
494,1.0,0,2,0,3.0,1,5,3,1,1.0,3,1,3,3,2,1,0,11,3,3,0,1.0,2,3,1.0,2,1,2,0.03759860684140577,0.008195547925855298,0.0386130458115339
495,3.0,0,2,2,1.0,4,4,4,1,1.0,3,5,3,4,1,4,1,12,3,1,1,3.0,2,4,1.0,2,0,1,0.036703401916610395,0.06220555228968857,0.012571689333987782
496,1.0,0,2,1,1.0,1,3,1,1,2.0,3,1,3,3,1,0,0,20,4,4,0,1.0,3,3,1.0,2,2,2,0.015218483721521382,0.006045896010876859,0.017406954462444623
497,2.0,0,2,0,1.0,4,2,3,1,1.0,3,2,2,3,0,0,0,12,3,4,0,1.0,3,3,1.0,0,1,2,0.03401778714222427,0.02055604643698132,0.0317055241994527
498,2.0,0,2,1,1.0,4,1,1,0,4.0,3,2,3,4,1,1,1,12,3,4,1,1.0,2,2,1.0,4,0,5,0.017008893571112134,0.01786898154325827,0.027630086448324796
499,2.0,0,1,1,1.0,3,3,3,0,3.0,3,1,3,3,0,1,0,20,4,3,1,1.0,2,3,1.0,0,0,0,0.0017904098495907508,0.003627537606526115,0.035504661086097365
500,4.0,0,2,0,0.0,1,3,4,0,1.0,3,2,2,1,2,7,0,20,4,4,0,2.0,2,4,2.0,7,8,10,0.0044760246239768774,0.024855350266938196,0.00939422939243043
501,2.0,0,2,1,0.0,5,1,2,1,1.0,3,1,3,4,1,1,0,12,3,4,1,1.0,4,2,1.0,9,8,8,0.03938901669099652,0.005777189521504554,0.00967053025691368
502,3.0,1,1,0,3.0,4,1,1,0,4.0,3,2,2,1,1,2,0,14,3,4,2,1.0,4,3,1.0,1,0,0,0.006266434473567628,0.011016966064264498,0.0061476942347522675
503,1.0,0,2,1,1.0,3,1,3,0,3.0,3,1,2,4,1,1,1,13,3,3,1,1.0,2,3,1.0,2,0,2,0.026856147743861265,0.005642836276818402,0.0270774847193583
504,2.0,0,2,2,1.0,3,4,3,1,1.0,3,3,4,3,1,1,0,15,3,3,1,1.0,2,3,1.0,7,7,8,0.01163766402233988,0.02834853462877816,0.012986140630712654
505,2.0,0,2,0,1.0,2,3,2,0,2.0,3,2,2,3,1,1,0,14,3,1,1,1.0,5,2,1.0,0,1,2,0.032227377292633516,0.015316269894221374,0.00241763256422842
506,2.0,0,2,1,1.0,4,1,2,1,3.0,1,2,3,4,2,1,0,13,3,2,0,2.0,3,3,2.0,11,11,8,0.027751352668656637,0.018943807500747492,0.02984049336419078
507,2.0,0,1,1,1.0,3,1,3,1,0.0,3,2,2,4,0,3,0,23,4,3,1,2.0,2,1,2.0,11,4,7,0.03580819699181502,0.022571345107273606,0.0056641677219065835
508,4.0,0,2,2,2.0,4,3,3,1,3.0,3,3,3,2,1,2,0,15,3,3,1,2.0,1,4,1.0,7,7,1,0.008952049247953755,0.032647838458735035,0.00801272507001419
509,2.0,0,2,1,1.0,2,3,2,1,1.0,2,2,4,2,0,2,1,11,3,3,1,2.0,2,3,1.0,2,0,2,0.025065737894270513,0.026333235958485874,0.02044626397176035
510,1.0,0,2,1,1.0,4,3,1,1,2.0,2,1,3,4,2,0,0,13,3,4,0,1.0,0,3,1.0,2,1,1,0.030436967443042764,0.003493184361839963,0.022587595671505523
511,1.0,1,2,1,1.0,1,3,4,1,1.0,3,1,3,3,2,1,1,11,3,4,0,1.0,5,3,1.0,0,1,1,0.03759860684140577,0.0,0.04303385964326587
512,2.0,1,1,1,1.0,3,1,1,1,2.0,3,1,3,1,2,1,1,11,3,1,0,1.0,3,3,1.0,8,9,7,0.02954176251824739,0.007926841436482993,0.0018650308352619238
513,2.0,0,0,1,1.0,3,1,3,1,1.0,2,1,2,3,1,1,0,18,3,3,2,1.0,3,3,1.0,0,0,0,0.018799303420702886,0.0009404727128030669,0.02562690518082125
514,1.0,0,2,1,1.0,3,3,1,1,2.0,4,1,3,1,1,2,0,16,3,1,1,1.0,3,4,1.0,2,0,2,0.024170532969475137,0.006180249255563011,0.011190185011571542
515,1.0,0,2,0,1.0,3,1,4,1,2.0,4,2,2,2,1,0,0,22,4,3,1,1.0,4,3,1.0,2,1,2,0.02148491819508901,0.013032264734556783,0.023485573481076077
516,2.0,0,2,0,1.0,4,2,4,0,1.0,2,2,2,4,2,0,0,20,4,1,0,1.0,2,3,1.0,7,0,5,0.0044760246239768774,0.010210846596147584,0.009877755905276115
517,2.0,0,1,1,0.0,4,1,2,1,3.0,1,1,3,4,0,1,0,18,3,4,1,1.0,5,3,1.0,7,2,8,0.02148491819508901,0.005777189521504554,0.029149741202982662
518,3.0,0,2,0,1.0,1,2,2,1,2.0,4,2,2,2,1,3,0,12,3,4,0,2.0,3,3,1.0,2,2,2,0.02148491819508901,0.02391487755413513,0.028528064257895353
519,1.0,0,1,0,1.0,1,3,4,0,3.0,4,2,2,4,0,1,1,20,4,2,2,1.0,3,3,1.0,5,0,4,0.03938901669099652,0.01222614526643987,0.02521245388409638
520,2.0,0,2,1,1.0,2,1,4,1,3.0,4,1,3,4,2,3,0,17,3,1,0,1.0,2,3,1.0,0,0,0,0.03401778714222427,0.012360498511126023,0.022725746103747144
521,4.0,0,2,1,3.0,1,3,4,1,3.0,4,1,2,3,1,1,1,11,3,3,3,2.0,3,3,2.0,8,3,8,0.03312258221742889,0.007523781702424535,0.0021413316997451718
522,2.0,0,2,1,1.0,3,3,4,0,1.0,2,3,2,2,2,1,0,14,3,2,0,1.0,3,4,1.0,7,7,7,0.04028422161579189,0.02566146973505511,0.026870259070995866
523,1.0,0,2,0,1.0,2,1,1,0,2.0,3,2,2,3,2,9,0,14,3,1,0,1.0,3,3,1.0,2,2,0,0.01790409849590751,0.012091792021753717,0.03923472275662121
524,3.0,0,2,1,1.0,4,5,4,0,3.0,2,2,2,3,2,1,0,11,3,1,0,2.0,4,3,2.0,7,11,10,0.00984725417274913,0.011957438777067566,0.03267257722514407
525,2.0,0,2,0,1.0,3,2,4,1,2.0,3,2,2,4,2,1,0,12,3,4,0,1.0,2,2,1.0,7,0,8,0.025065737894270513,0.014778856915476766,0.03391593111531869
526,4.0,0,1,0,1.0,2,5,2,1,1.0,3,2,2,3,1,3,1,14,3,1,1,2.0,4,3,1.0,3,1,3,0.014323278796726006,0.0194812204794921,0.0368861654085136
527,2.0,0,2,1,0.0,4,1,2,0,1.0,4,2,2,4,2,0,0,13,3,3,0,1.0,4,2,1.0,7,1,8,0.022380123119884385,0.0223026386179013,0.02990956858031159
528,1.0,0,2,2,0.0,2,1,3,0,2.0,3,3,4,1,1,1,0,11,3,4,0,1.0,3,3,1.0,7,0,7,0.015218483721521382,0.02163087239447054,0.006769371179839575
529,2.0,0,2,1,1.0,2,1,3,0,1.0,3,3,1,4,2,3,0,15,3,4,0,1.0,6,3,1.0,7,7,7,0.027751352668656637,0.03412572415028271,0.02984049336419078
530,3.0,0,2,0,2.0,4,2,4,1,1.0,3,2,2,1,2,2,0,12,3,4,0,2.0,2,3,1.0,7,1,7,0.018799303420702886,0.013300971223929089,0.016854352733478125
531,3.0,0,1,0,1.0,4,1,4,1,1.0,2,3,2,1,1,5,1,21,4,3,1,2.0,2,3,2.0,13,1,12,0.014323278796726006,0.03184171899061812,0.0374387671374801
532,4.0,0,2,1,1.0,3,1,3,1,2.0,4,4,1,3,1,3,0,19,3,3,0,4.0,3,3,1.0,1,1,3,0.02596094281906589,0.046486222661408734,0.01975551181055223
533,3.0,0,2,2,1.0,4,0,2,1,3.0,2,5,1,4,0,3,0,15,3,2,3,3.0,2,2,3.0,6,12,6,0.00984725417274913,0.0609963730875132,0.011742786740538039
534,5.0,0,2,0,2.0,4,2,1,1,3.0,3,2,2,1,2,8,0,14,3,4,0,1.0,1,3,1.0,2,2,2,0.032227377292633516,0.014778856915476766,0.01699250316571975
535,1.0,0,1,1,1.0,2,1,4,1,1.0,3,3,4,1,0,1,0,21,4,3,2,1.0,4,2,1.0,7,1,7,0.006266434473567628,0.02619888271379972,0.004697114696215215
536,3.0,0,2,2,0.0,3,0,4,1,2.0,2,5,1,3,1,1,0,12,3,2,1,3.0,3,3,3.0,7,2,10,0.007161639398363003,0.06113072633219935,0.03018586944479484
537,4.0,0,2,0,1.0,4,2,4,1,2.0,3,1,3,2,1,7,0,15,3,4,1,1.0,2,3,1.0,2,2,2,0.007161639398363003,0.009673433617402975,0.013676892791920775
538,1.0,1,2,1,0.0,2,1,1,0,2.0,1,1,3,2,2,7,1,13,3,4,0,1.0,4,3,1.0,7,3,7,0.017008893571112134,0.004164950585270725,0.00310838472543654
539,2.0,0,0,1,1.0,3,1,1,0,2.0,4,3,1,1,1,9,0,14,3,1,1,1.0,2,3,1.0,7,0,5,0.00984725417274913,0.03600666957588885,0.03156737376721108
540,2.0,0,2,2,0.0,3,1,3,0,3.0,3,3,4,3,2,4,1,14,3,4,0,1.0,4,4,1.0,0,0,0,0.002685614774386126,0.023108758086018217,0.023002046968230393
541,3.0,0,0,1,3.0,3,3,1,1,1.0,1,1,2,3,2,2,0,14,3,3,0,1.0,5,3,1.0,2,1,4,0.008952049247953755,0.009136020638658364,6.907521612081199e-05
542,3.0,0,1,0,1.0,3,3,4,0,1.0,3,4,2,3,0,9,1,12,3,4,2,3.0,2,2,3.0,2,11,13,0.0035808196991815016,0.04299303829956877,0.014091344088645647
543,2.0,0,2,0,3.0,5,2,3,1,4.0,3,2,2,4,0,7,0,23,4,4,1,1.0,2,2,1.0,7,7,7,0.012532868947135256,0.01451015042610446,0.04006362535007096
544,2.0,0,2,0,1.0,3,1,3,1,4.0,3,1,3,3,2,1,0,11,3,3,0,1.0,6,3,1.0,0,0,0,0.03938901669099652,0.005508483032132249,0.0011742786740538038
545,3.0,1,1,1,2.0,3,3,3,1,2.0,4,1,3,3,0,6,1,12,3,4,0,1.0,2,3,1.0,2,2,2,0.025065737894270513,0.005911542766190706,0.03156737376721108
546,3.0,0,1,0,2.0,3,1,4,1,1.0,2,2,2,4,1,3,0,18,3,3,1,1.0,5,3,1.0,2,2,2,0.020589713270293634,0.0194812204794921,0.037300616705238474
547,2.0,0,2,1,1.0,2,3,2,0,4.0,3,2,2,3,2,3,0,11,3,4,0,1.0,2,3,1.0,1,4,3,0.02596094281906589,0.01733156856451366,0.009117928527947183
548,1.0,0,2,1,1.0,1,3,2,1,1.0,3,1,2,1,1,1,0,14,3,4,1,1.0,2,4,1.0,3,0,2,0.017008893571112134,0.005105423298073792,0.003937287318886284
549,3.0,0,2,2,1.0,3,0,3,0,1.0,4,2,3,2,1,9,0,15,3,3,1,2.0,3,1,1.0,3,3,6,0.0017904098495907508,0.018137688032630574,0.028804365122378602
550,4.0,0,2,1,1.0,3,3,3,1,3.0,3,4,2,4,1,7,0,11,3,3,0,3.0,1,2,1.0,7,1,1,0.022380123119884385,0.03399137090559656,0.0317055241994527
551,3.0,0,2,1,1.0,1,3,4,0,3.0,2,1,3,4,2,0,1,20,4,4,0,1.0,2,2,1.0,2,2,3,0.02148491819508901,0.004568010319329182,0.035988187598943046
552,1.0,0,2,1,1.0,3,3,4,0,2.0,2,2,2,1,2,8,0,19,3,1,0,1.0,2,1,1.0,6,0,7,0.026856147743861265,0.019615573724178253,0.03681709019239279
553,2.0,0,2,0,1.0,3,2,4,1,3.0,3,1,3,2,0,1,0,14,3,4,2,1.0,2,3,1.0,2,2,2,0.02954176251824739,0.004433657074643029,0.02742286079996236
554,4.0,0,2,1,1.0,3,1,4,1,3.0,3,2,2,4,2,2,0,17,3,4,0,2.0,4,3,1.0,2,2,2,0.008056844323158379,0.004971070053387639,0.01526562276269945
555,2.0,0,0,1,1.0,4,1,4,0,2.0,3,2,2,1,0,2,0,11,3,1,1,2.0,2,4,1.0,0,0,0,0.03401778714222427,0.0138383842026737,0.004628039480094404
556,2.0,0,1,1,3.0,4,1,1,1,3.0,3,2,2,4,1,1,0,15,3,4,2,1.0,2,3,1.0,8,4,7,0.00984725417274913,0.01451015042610446,0.03294887808962732
557,2.0,0,2,1,1.0,5,3,4,1,4.0,3,1,3,3,1,6,1,13,3,2,1,1.0,0,1,1.0,0,0,1,0.005371229548772252,0.006986368723679926,0.031774599415573514
558,2.0,0,2,0,1.0,5,1,2,0,1.0,3,2,4,1,0,3,0,14,3,3,1,1.0,3,3,0.0,0,0,0,0.002685614774386126,0.0138383842026737,0.003660986454403036
559,4.0,0,2,0,1.0,4,2,3,1,1.0,2,4,1,1,1,1,0,11,3,1,0,4.0,3,4,4.0,6,1,16,0.016113688646316758,0.053338238140402505,0.013815043224162398
560,2.0,1,2,1,0.0,4,4,4,1,2.0,3,1,3,4,2,1,1,13,3,3,0,1.0,2,2,1.0,9,7,8,0.013428073871930632,0.005642836276818402,0.005387866857423335
561,1.0,0,2,0,3.0,1,3,3,0,1.0,3,2,2,4,2,1,0,23,4,2,0,1.0,5,2,1.0,5,1,4,0.024170532969475137,0.017465921809199814,0.035780961950580614
562,3.0,0,2,0,1.0,2,5,2,1,1.0,1,2,3,3,2,0,0,13,3,1,0,1.0,3,3,1.0,7,3,1,0.02596094281906589,0.018943807500747492,0.017821405759169493
563,1.0,0,2,1,1.0,1,3,1,1,3.0,4,1,3,3,2,1,0,18,3,4,0,1.0,3,3,1.0,2,0,2,0.006266434473567628,0.008464254415227601,0.030324019877036465
564,3.0,1,1,0,3.0,2,1,2,0,3.0,4,2,2,3,2,4,1,12,3,4,0,1.0,2,3,1.0,4,1,3,0.018799303420702886,0.018137688032630574,0.014298569737008082
565,2.0,0,2,0,1.0,3,4,4,1,2.0,3,2,2,4,2,1,0,22,4,3,0,1.0,5,3,1.0,5,1,4,0.006266434473567628,0.017734628298572117,0.028666214690136978
566,4.0,1,2,2,1.0,3,3,4,1,3.0,3,5,3,1,1,5,1,13,3,4,1,3.0,2,3,1.0,2,1,4,0.018799303420702886,0.06341473149186394,0.03301795330574813
